chin_angle_1,chin_angle_2,cheek_bone_angle,ratio_1,ratio_2,ratio_3,face_shape
63.32,49.86,65.44,-2.8417,3.1228,-0.7799,Heart_face_shape
63.37,49.32,70.81,-2.6005,3.0021,-0.8271,Heart_face_shape
71.66,58.19,76.09,-3.2477,2.8084,-0.8843,Heart_face_shape
63.55,49.65,61.22,-3.6959,2.5502,-0.9302,Heart_face_shape
66.42,51.66,64.06,-3.2573,3.0641,-0.767,Heart_face_shape
64.36,50.71,66.39,-2.4329,2.9907,-0.8757,Heart_face_shape
69.58,55.54,75.43,-2.4196,3.2741,-0.8365,Heart_face_shape
68.36,54.16,70.48,-1.7581,4.5377,-0.6246,Heart_face_shape
78.15,66.89,70.13,-3.0164,3.3678,-0.7974,Heart_face_shape
72.48,58.81,69.66,-1.8727,3.3433,-0.9246,Heart_face_shape
66.16,54.85,68.45,-1.8574,3.1239,-0.9315,Heart_face_shape
68.33,56.72,76.0,-2.0599,3.1452,-0.8817,Heart_face_shape
72.43,57.79,72.02,-2.3529,3.2161,-0.8347,Heart_face_shape
63.54,51.65,72.76,-2.0884,3.6293,-0.7387,Heart_face_shape
65.98,53.62,69.16,-2.4828,3.2163,-0.801,Heart_face_shape
70.54,57.25,66.15,-2.4221,2.9205,-1.0044,Heart_face_shape
66.47,52.66,64.58,-3.1342,3.0333,-0.8479,Heart_face_shape
62.68,52.6,68.96,-2.4493,3.0606,-0.8454,Heart_face_shape
68.48,55.02,72.82,-2.8619,3.3136,-0.7717,Heart_face_shape
74.01,61.46,70.81,-3.1008,3.3355,-0.7425,Heart_face_shape
59.44,46.92,57.3,-2.8088,3.2645,-0.7947,Heart_face_shape
62.73,51.94,76.82,-2.3751,3.0823,-0.8488,Heart_face_shape
63.71,52.66,70.11,-1.7814,3.7534,-0.7689,Heart_face_shape
69.15,57.72,69.96,-2.199,3.0213,-0.9757,Heart_face_shape
65.1,53.36,66.58,-2.562,2.8007,-0.9615,Heart_face_shape
57.93,45.49,64.03,-2.8986,3.1919,-0.7781,Heart_face_shape
71.83,57.69,71.12,-2.1033,3.7713,-0.7238,Heart_face_shape
66.97,51.89,79.94,-1.6045,4.5934,-0.6036,Heart_face_shape
66.6,50.25,77.37,-3.8666,2.9146,-0.7814,Heart_face_shape
58.98,46.09,70.11,-2.4258,3.2467,-0.7754,Heart_face_shape
59.53,46.22,65.35,-1.6419,3.963,-0.7094,Heart_face_shape
71.09,61.32,64.33,-2.2847,3.4863,-0.888,Heart_face_shape
67.17,54.22,71.54,-1.8843,3.2869,-0.9575,Heart_face_shape
68.2,54.81,73.98,-2.0787,3.5734,-0.8099,Heart_face_shape
59.97,47.67,63.91,-1.7366,3.3176,-0.9491,Heart_face_shape
65.78,54.68,65.5,-1.4915,4.2541,-0.7784,Heart_face_shape
61.65,45.74,65.05,-2.5159,3.3776,-0.7525,Heart_face_shape
67.78,53.78,66.77,-3.5228,2.3923,-0.9672,Heart_face_shape
66.37,53.89,68.99,-2.8246,2.5686,-0.9461,Heart_face_shape
64.54,53.67,65.46,-2.1441,3.2507,-0.8622,Heart_face_shape
61.23,49.14,62.97,-2.4224,2.5826,-1.004,Heart_face_shape
63.9,49.44,68.67,-2.3093,3.8815,-0.6701,Heart_face_shape
75.79,63.76,78.33,-1.8402,3.6255,-0.7814,Heart_face_shape
67.71,55.95,75.36,-2.2554,3.1854,-0.8551,Heart_face_shape
73.34,61.46,72.58,-2.9645,3.0616,-0.9191,Heart_face_shape
65.35,52.5,70.95,-2.7201,3.2432,-0.7654,Heart_face_shape
64.49,51.07,70.06,-2.6433,2.9217,-0.8658,Heart_face_shape
77.15,63.59,72.8,-2.1465,2.9277,-1.06,Heart_face_shape
70.93,59.5,74.26,-2.3342,3.0698,-0.9086,Heart_face_shape
59.44,46.92,57.3,-2.8088,3.2645,-0.7947,Heart_face_shape
67.17,54.51,73.02,-1.4275,4.9392,-0.603,Heart_face_shape
76.28,62.0,69.25,-2.2143,3.1817,-0.9019,Heart_face_shape
59.97,46.4,75.35,-1.8778,4.4556,-0.5915,Heart_face_shape
69.25,56.03,71.91,-3.0905,2.867,-0.8526,Heart_face_shape
67.29,53.95,64.12,-2.5383,3.0135,-0.8383,Heart_face_shape
65.0,49.45,70.13,-1.4382,4.8165,-0.5751,Oblong_face_shape
59.86,48.44,61.94,-2.2019,3.0507,-0.8853,Oblong_face_shape
77.04,62.06,69.53,-1.4959,4.4555,-0.7058,Oblong_face_shape
70.54,56.01,68.76,-1.3001,5.4071,-0.5739,Oblong_face_shape
70.26,56.93,71.94,-2.376,3.3271,-0.7965,Oblong_face_shape
59.35,46.41,67.52,-1.6453,4.3236,-0.622,Oblong_face_shape
63.98,50.1,72.69,-1.5224,4.3529,-0.6596,Oblong_face_shape
56.46,42.39,66.21,-2.264,3.7032,-0.6791,Oblong_face_shape
64.04,50.4,76.34,-1.6378,4.3794,-0.6435,Oblong_face_shape
69.52,54.77,80.2,-0.9913,6.4523,-0.472,Oblong_face_shape
50.88,36.41,55.62,-2.4916,4.2001,-0.5945,Oblong_face_shape
80.23,66.87,67.81,-1.5963,4.4737,-0.7655,Oblong_face_shape
69.42,54.98,76.85,-1.4756,5.1501,-0.5404,Oblong_face_shape
69.44,54.98,67.32,-1.2463,5.1584,-0.6039,Oblong_face_shape
73.33,58.21,75.9,-1.4934,4.7146,-0.6173,Oblong_face_shape
57.64,39.64,73.95,-2.2392,3.2898,-0.747,Oblong_face_shape
59.97,42.34,67.12,-2.051,3.2077,-0.7914,Oblong_face_shape
71.15,58.13,67.59,-1.0544,5.8965,-0.5397,Oblong_face_shape
67.83,53.89,66.15,-1.0986,5.425,-0.6348,Oblong_face_shape
65.34,49.73,76.01,-1.2003,5.933,-0.4761,Oblong_face_shape
66.61,51.7,87.49,-0.9418,6.7682,-0.4361,Oblong_face_shape
64.23,49.69,75.76,-1.8626,3.3368,-0.8671,Oblong_face_shape
73.94,63.96,59.49,-1.4075,4.5869,-0.7089,Oblong_face_shape
61.47,46.66,70.87,-2.4199,3.8476,-0.6889,Oblong_face_shape
72.5,59.66,77.03,-1.1156,4.8515,-0.7042,Oblong_face_shape
65.24,50.85,63.79,-1.8248,3.7156,-0.7956,Oblong_face_shape
83.49,70.45,67.09,-1.4275,4.6481,-0.7694,Oblong_face_shape
63.43,46.89,83.09,-1.3332,5.4619,-0.4903,Oblong_face_shape
66.8,52.77,65.01,-2.313,3.4706,-0.7998,Oblong_face_shape
59.52,46.65,60.6,-2.5568,3.3847,-0.768,Oblong_face_shape
62.47,47.88,65.72,-1.8352,3.958,-0.6784,Oblong_face_shape
73.87,60.41,65.07,-2.0998,3.9725,-0.7136,Oblong_face_shape
67.76,53.32,67.28,-1.1185,5.5645,-0.5718,Oblong_face_shape
75.41,61.26,66.3,-1.3311,5.1786,-0.6315,Oblong_face_shape
46.01,33.68,57.05,-1.9395,3.4464,-0.7375,Oblong_face_shape
61.74,46.41,66.08,-2.2356,3.3994,-0.7787,Oblong_face_shape
67.01,52.63,65.39,-2.3941,3.491,-0.7668,Oblong_face_shape
69.62,54.2,66.8,-1.5778,4.8031,-0.5914,Oblong_face_shape
64.1,49.94,73.1,-1.7331,4.29,-0.6513,Oblong_face_shape
62.8,45.04,78.47,-2.9483,3.5515,-0.6832,Oblong_face_shape
74.33,63.29,67.36,-1.6842,3.7527,-0.8354,Oblong_face_shape
74.68,60.51,89.95,-2.3724,3.3379,-0.8008,Oblong_face_shape
73.77,59.17,79.3,-2.8801,3.3131,-0.7503,Oblong_face_shape
67.39,53.21,69.91,-2.0593,2.7469,-1.0533,Oblong_face_shape
69.65,54.93,70.82,-1.8332,4.4825,-0.6145,Oblong_face_shape
62.65,48.08,64.61,-2.1248,3.9014,-0.7129,Oblong_face_shape
68.31,55.19,68.76,-1.5545,3.9622,-0.7605,Oblong_face_shape
71.68,57.5,68.16,-1.5692,4.5187,-0.6858,Oblong_face_shape
71.11,56.21,79.84,-1.7011,4.603,-0.5998,Oblong_face_shape
74.17,58.27,72.9,-1.1666,5.2655,-0.611,Oblong_face_shape
58.2,43.85,56.72,-2.8523,3.532,-0.7103,Oblong_face_shape
69.09,53.82,71.3,-2.1129,4.1399,-0.6241,Oblong_face_shape
74.52,60.19,72.94,-1.3877,4.7562,-0.6895,Oblong_face_shape
71.29,58.32,72.38,-1.146,5.6388,-0.5585,Oblong_face_shape
65.57,51.99,60.98,-1.8948,3.3082,-0.93,Oblong_face_shape
59.86,43.99,54.77,-2.2997,3.6733,-0.7205,Oblong_face_shape
70.56,53.13,67.49,-1.3238,5.1177,-0.578,Oblong_face_shape
56.94,42.96,60.13,-1.5742,4.0977,-0.7135,Oblong_face_shape
65.61,49.27,63.91,-2.9122,3.5616,-0.6826,Oblong_face_shape
77.21,64.15,75.7,-1.3244,4.2108,-0.8471,Oblong_face_shape
70.6,58.11,75.86,-1.3556,4.6599,-0.662,Oblong_face_shape
75.21,59.92,70.31,-1.5846,4.2455,-0.7316,Oblong_face_shape
70.57,56.86,65.63,-1.613,4.3922,-0.6681,Oblong_face_shape
61.75,48.82,56.01,-2.1703,2.9274,-0.9806,Oblong_face_shape
62.45,48.81,60.59,-1.7553,3.4128,-0.8786,Oblong_face_shape
68.07,53.45,80.18,-1.9188,3.4736,-0.797,Oblong_face_shape
66.61,53.51,61.09,-1.9662,4.2334,-0.6949,Oblong_face_shape
65.54,51.24,70.6,-1.4946,4.5274,-0.6295,Oblong_face_shape
49.4,35.01,68.69,-1.7165,3.984,-0.6454,Oblong_face_shape
74.75,60.28,75.36,-0.9918,6.6008,-0.4915,Oblong_face_shape
70.09,56.76,69.48,-1.8661,3.3127,-0.8834,Oblong_face_shape
61.46,48.44,63.99,-2.077,3.2124,-0.8474,Oblong_face_shape
70.77,56.02,77.48,-0.8996,6.2428,-0.5327,Oblong_face_shape
66.6,53.83,73.2,-0.0833,60.1452,-0.0726,Oblong_face_shape
64.85,50.21,81.94,-2.682,3.4735,-0.6909,Oblong_face_shape
73.21,56.6,76.54,-1.5711,4.4031,-0.6844,Oblong_face_shape
57.32,43.07,72.84,-1.2038,5.233,-0.576,Oblong_face_shape
71.23,58.08,67.51,-3.0386,2.83,-0.8838,Oblong_face_shape
63.39,49.63,57.19,-2.06,4.0682,-0.6589,Oblong_face_shape
67.75,54.68,70.55,-1.6646,4.0718,-0.7332,Oblong_face_shape
70.58,55.63,63.34,-2.4817,3.6098,-0.7283,Oblong_face_shape
66.77,53.36,73.94,-1.7281,3.9457,-0.6996,Oblong_face_shape
70.79,56.58,65.27,-1.4182,4.4528,-0.6731,Oblong_face_shape
71.6,57.43,76.54,-1.8326,4.5293,-0.6315,Oblong_face_shape
74.6,59.4,87.91,-1.2558,4.8767,-0.6168,Oblong_face_shape
61.17,45.79,61.22,-2.3405,3.1546,-0.8067,Oblong_face_shape
72.77,59.35,75.96,-2.1408,3.9248,-0.7203,Oblong_face_shape
77.61,63.28,72.57,-1.841,4.1665,-0.7119,Oblong_face_shape
58.73,45.51,53.41,-1.7178,3.8208,-0.7544,Oblong_face_shape
70.98,58.51,67.86,-1.4272,4.3273,-0.75,Oblong_face_shape
57.42,43.08,74.62,-2.242,3.5964,-0.7171,Oblong_face_shape
62.52,48.45,76.93,-1.7522,4.2958,-0.6552,Oblong_face_shape
70.7,57.71,63.73,-1.3471,4.3768,-0.7329,Oblong_face_shape
74.78,61.35,71.6,-0.7693,7.3648,-0.506,Oblong_face_shape
55.66,40.01,76.8,-1.4836,4.4574,-0.6096,Oblong_face_shape
64.06,50.43,77.18,-1.3896,4.5779,-0.6658,Oblong_face_shape
67.24,51.86,78.69,-2.2374,2.4471,-1.0851,Round_face_shape
63.49,50.77,71.72,-1.661,2.9228,-0.9982,Round_face_shape
70.12,56.23,68.84,-1.969,2.6524,-1.069,Round_face_shape
67.79,52.29,77.04,-1.9266,2.8094,-0.9511,Round_face_shape
67.17,53.97,72.95,-1.578,3.2724,-0.9175,Round_face_shape
66.61,52.17,79.38,-2.2621,2.9531,-0.8994,Round_face_shape
71.51,56.92,80.74,-3.908,1.837,-1.1901,Round_face_shape
66.41,52.0,77.94,-3.6961,2.8643,-0.8003,Round_face_shape
73.03,58.71,77.18,-2.5138,3.9852,-0.6128,Round_face_shape
69.49,58.39,84.29,-3.2537,3.0594,-0.7278,Round_face_shape
54.54,42.93,65.0,-2.6871,3.3112,-0.7468,Round_face_shape
74.65,63.1,82.39,-1.829,3.6337,-0.8429,Round_face_shape
57.17,46.67,65.77,-2.9198,2.9018,-0.8324,Round_face_shape
71.13,60.21,71.47,-3.5933,3.1085,-0.8202,Round_face_shape
70.55,57.87,72.37,-3.6519,2.8598,-0.824,Round_face_shape
74.06,63.76,76.01,-1.7997,3.6161,-0.8727,Round_face_shape
70.79,59.07,85.05,-3.5305,2.2027,-1.0586,Round_face_shape
83.23,71.05,76.7,-1.4551,3.8154,-0.9258,Round_face_shape
70.81,55.53,94.88,-2.8866,3.9899,-0.6026,Round_face_shape
70.46,59.49,81.36,-3.8284,2.2808,-1.018,Round_face_shape
68.87,55.74,75.82,-2.1681,3.2696,-0.841,Round_face_shape
71.64,59.13,75.92,-3.6648,2.9547,-0.8171,Round_face_shape
76.9,64.15,84.72,-3.2373,2.9326,-0.8434,Round_face_shape
73.21,61.0,97.0,-1.9207,3.6914,-0.727,Round_face_shape
66.18,50.74,78.94,-2.5005,3.0481,-0.8172,Round_face_shape
80.64,69.06,74.65,-2.0068,3.4503,-0.9139,Round_face_shape
70.43,57.14,76.93,-2.4366,3.4372,-0.7174,Round_face_shape
67.17,55.12,82.95,-2.5293,3.3532,-0.727,Round_face_shape
67.48,56.09,76.64,-2.0262,3.1951,-0.8452,Round_face_shape
73.07,61.86,77.56,-2.2645,3.2231,-0.8266,Round_face_shape
70.21,56.74,86.03,-2.3202,3.4034,-0.7406,Round_face_shape
69.03,55.86,82.01,-4.8134,2.2883,-0.8947,Round_face_shape
60.41,49.71,80.6,-3.8053,2.921,-0.759,Round_face_shape
64.53,51.75,85.67,-3.6543,2.5153,-0.8424,Round_face_shape
63.1,49.5,73.38,-2.8508,2.7104,-0.852,Round_face_shape
72.24,60.87,73.18,-2.2042,3.7441,-0.7339,Round_face_shape
75.84,64.41,85.66,-3.2014,2.8111,-0.8526,Round_face_shape
74.51,61.16,76.96,-2.755,3.9357,-0.6164,Round_face_shape
64.88,53.33,70.96,-2.1097,3.0703,-0.9214,Round_face_shape
73.49,61.19,75.02,-2.983,2.6144,-0.9794,Round_face_shape
70.38,59.89,81.32,-1.6304,4.5689,-0.606,Round_face_shape
64.34,48.29,80.79,-3.583,2.9976,-0.7285,Round_face_shape
69.75,55.87,81.46,-1.9469,3.3294,-0.8557,Round_face_shape
69.77,55.04,73.5,-2.4735,3.1529,-0.804,Round_face_shape
69.23,53.7,77.04,-2.4807,3.6875,-0.6735,Round_face_shape
61.22,48.46,76.6,-2.7513,2.9924,-0.8181,Round_face_shape
79.89,67.72,95.78,-4.9945,2.8979,-0.768,Round_face_shape
75.02,60.98,65.87,-3.0463,2.8179,-0.9081,Round_face_shape
73.65,61.88,76.15,-3.7823,2.3949,-0.9785,Round_face_shape
66.41,52.0,77.94,-3.6961,2.8643,-0.8003,Round_face_shape
64.49,52.78,69.78,-2.3505,3.0462,-0.8753,Round_face_shape
66.43,53.16,72.11,-2.7465,3.0708,-0.7872,Round_face_shape
56.65,43.35,71.49,-2.1653,4.0048,-0.6478,Round_face_shape
74.51,63.56,75.1,-2.8237,2.9906,-0.8692,Round_face_shape
71.01,58.73,76.68,-4.799,2.5905,-0.8594,Round_face_shape
62.59,47.38,75.54,-2.7954,3.0643,-0.7612,Round_face_shape
72.62,59.46,74.05,-2.9075,3.0128,-0.8244,Round_face_shape
65.64,52.67,78.34,-3.0796,2.7539,-0.8859,Round_face_shape
70.64,56.73,71.27,-3.059,2.8727,-0.9021,Round_face_shape
83.45,72.14,72.16,-2.5602,2.9704,-0.9841,Round_face_shape
66.42,53.76,73.7,-3.2522,2.7919,-0.8487,Round_face_shape
69.59,54.8,79.11,-3.2816,2.981,-0.7721,Round_face_shape
78.32,65.67,75.57,-2.5706,2.7953,-0.9519,Round_face_shape
66.41,53.04,77.87,-3.9029,2.688,-0.8306,Round_face_shape
72.31,60.32,81.26,-2.6654,2.7014,-1.0054,Round_face_shape
69.9,58.35,76.33,-2.7576,3.0906,-0.8307,Round_face_shape
67.38,52.98,82.49,-2.2593,3.6268,-0.6997,Round_face_shape
63.8,50.81,71.02,-2.8799,2.8984,-0.8596,Round_face_shape
67.98,53.96,87.83,-2.7258,2.8947,-0.83,Round_face_shape
72.58,59.88,77.88,-3.6393,2.2334,-1.0554,Round_face_shape
73.49,58.5,87.48,-3.9799,2.7261,-0.8425,Round_face_shape
70.61,56.88,64.13,-3.0119,3.3804,-0.7624,Round_face_shape
70.08,59.04,73.65,-2.1796,2.9964,-0.9966,Round_face_shape
71.06,57.02,70.75,-2.1022,3.6667,-0.7583,Round_face_shape
63.66,49.24,72.33,-1.3808,3.6216,-0.8491,Round_face_shape
72.65,56.82,89.51,-3.6171,2.018,-1.0676,Round_face_shape
70.35,56.12,90.7,-2.2925,2.721,-0.9427,Round_face_shape
80.06,68.63,74.97,-3.1472,2.2088,-1.143,Round_face_shape
72.47,58.3,74.7,-1.8489,2.7517,-1.0464,Round_face_shape
62.33,47.34,82.05,-3.5216,2.2943,-0.9149,Round_face_shape
72.49,57.67,73.81,-3.0075,2.2344,-1.0572,Round_face_shape
72.9,58.67,78.3,-2.8075,2.2535,-1.0655,Round_face_shape
70.96,58.23,72.8,-3.2118,2.1438,-1.0829,Round_face_shape
68.36,54.64,81.37,-2.0787,2.7807,-0.9308,Round_face_shape
72.64,60.16,77.3,-1.4381,3.2454,-1.0415,Square_face_shape
71.01,57.08,79.88,-1.4538,3.3382,-1.0357,Square_face_shape
63.78,49.81,68.38,-2.4008,2.4077,-1.0627,Square_face_shape
67.05,54.25,64.27,-2.3898,2.5307,-1.0003,Square_face_shape
69.27,54.12,78.51,-2.1907,2.5624,-1.0365,Square_face_shape
66.81,53.26,75.58,-1.6679,2.9362,-1.0244,Square_face_shape
67.75,54.32,73.08,-1.5772,3.1439,-0.9442,Square_face_shape
77.82,64.64,88.6,-3.7023,2.3561,-1.0335,Square_face_shape
67.24,55.49,71.24,-1.876,3.4226,-0.8835,Square_face_shape
70.57,57.01,77.09,-2.0607,3.8279,-0.7086,Square_face_shape
71.3,58.51,74.41,-2.609,2.5759,-1.0142,Square_face_shape
74.29,61.39,83.97,-8.4755,2.0641,-0.9326,Square_face_shape
72.19,59.46,89.38,-4.9698,2.715,-0.7994,Square_face_shape
69.57,57.74,68.54,-4.2605,2.578,-0.9129,Square_face_shape
74.34,61.59,72.66,-2.4207,2.9876,-0.9408,Square_face_shape
74.07,59.79,83.05,-2.9389,3.2695,-0.7543,Square_face_shape
65.62,51.74,73.89,-2.6556,3.1498,-0.8206,Square_face_shape
75.58,64.6,75.65,-3.8679,2.958,-0.8588,Square_face_shape
65.11,53.25,69.5,-3.1825,2.9506,-0.8113,Square_face_shape
69.43,57.46,69.74,-2.4142,3.6038,-0.7451,Square_face_shape
75.95,60.77,74.68,-2.937,2.6213,-1.0287,Square_face_shape
74.8,59.72,81.48,-2.482,2.8021,-0.9543,Square_face_shape
71.04,59.21,76.44,-2.9644,2.6846,-0.9539,Square_face_shape
71.57,55.56,87.0,-2.358,3.176,-0.7753,Square_face_shape
70.13,55.68,89.42,-3.2662,2.1359,-1.087,Square_face_shape
81.47,67.67,87.85,-4.0271,2.1847,-1.078,Square_face_shape
68.93,57.95,72.8,-3.6593,2.7816,-0.8591,Square_face_shape
70.88,59.29,80.81,-2.1464,3.2779,-0.81,Square_face_shape
70.38,55.46,78.88,-1.96,3.2611,-0.8867,Square_face_shape
60.84,49.1,71.57,-2.7266,3.8202,-0.6465,Square_face_shape
71.71,58.28,70.67,-2.7184,2.8796,-0.9082,Square_face_shape
71.08,57.83,70.66,-2.2768,2.8973,-0.9594,Square_face_shape
74.67,64.7,69.91,-2.2414,3.8314,-0.7273,Square_face_shape
72.27,60.83,70.91,-2.7433,2.202,-1.2197,Square_face_shape
68.45,53.41,67.27,-1.7643,3.648,-0.8036,Square_face_shape
70.96,55.79,65.66,-1.94,3.7186,-0.7554,Square_face_shape
73.95,58.34,94.47,-3.072,3.5699,-0.6457,Square_face_shape
68.52,54.61,70.7,-2.6298,2.9841,-0.8786,Square_face_shape
69.77,58.58,68.72,-2.0009,3.6428,-0.8256,Square_face_shape
70.59,56.76,88.45,-2.8482,2.8157,-0.8509,Square_face_shape
75.27,60.27,75.31,-3.0577,2.9402,-0.8659,Square_face_shape
68.49,57.06,68.15,-3.0229,2.55,-1.019,Square_face_shape
73.77,61.69,73.39,-2.9017,2.6739,-0.9804,Square_face_shape
68.02,53.34,68.59,-2.5797,3.3779,-0.7685,Square_face_shape
76.87,61.13,79.79,-1.6841,4.4245,-0.6593,Square_face_shape
65.38,51.06,71.66,-1.6264,4.3534,-0.6875,Square_face_shape
72.21,56.69,72.02,-5.2671,1.9416,-1.0831,Square_face_shape
68.09,54.63,73.23,-2.5463,2.9281,-0.9195,Square_face_shape
66.43,52.85,64.1,-2.3635,3.1842,-0.8133,Square_face_shape
70.61,58.52,81.9,-3.2808,2.8176,-0.8363,Square_face_shape
72.17,56.13,88.43,-4.3714,2.7361,-0.7865,Square_face_shape
66.29,53.6,61.5,-2.3586,3.1108,-0.9088,Square_face_shape
71.68,60.05,78.4,-1.9519,3.7049,-0.7862,Square_face_shape
73.0,60.45,79.93,-1.8583,3.8403,-0.789,Square_face_shape
77.05,63.82,80.28,-2.0558,3.6044,-0.7891,Square_face_shape
71.88,60.73,78.87,-3.0384,2.6357,-0.9279,Square_face_shape
62.96,48.72,62.68,-1.4891,4.7014,-0.6683,Square_face_shape
67.75,54.25,79.57,-2.9729,3.1274,-0.7701,Square_face_shape
68.27,52.81,86.29,-1.7002,3.4365,-0.8715,Square_face_shape
64.2,51.67,64.37,-2.8953,3.3025,-0.7876,Square_face_shape
74.1,60.69,78.15,-2.3472,3.0623,-0.8857,Square_face_shape
70.48,57.57,74.66,-2.4081,2.9736,-0.8971,Square_face_shape
73.66,60.43,70.41,-2.6129,3.0327,-0.9291,Square_face_shape
72.31,61.33,69.13,-2.6428,2.8774,-0.9762,Square_face_shape
73.11,58.22,79.33,-1.9109,4.2451,-0.6425,Square_face_shape
72.77,57.6,85.05,-2.3297,3.5012,-0.708,Square_face_shape
65.9,52.64,82.0,-1.3118,4.8154,-0.6087,Square_face_shape
67.63,55.58,70.7,-4.1431,2.8031,-0.8058,Square_face_shape
70.11,58.74,79.02,-3.0345,2.4826,-0.9574,Square_face_shape
69.43,57.76,75.12,-3.0492,2.5262,-0.9791,Square_face_shape
74.97,64.71,87.22,-2.0346,3.1337,-0.8762,Square_face_shape
76.09,61.16,63.84,-2.0324,2.853,-1.0405,Square_face_shape
71.92,57.62,75.68,-1.6816,3.9671,-0.7215,Square_face_shape
69.61,53.64,83.49,-1.5311,3.2475,-0.9603,Square_face_shape
68.41,55.28,93.7,-1.5985,2.8935,-1.0676,Square_face_shape
70.64,58.16,85.26,-1.5393,3.0635,-1.0045,Square_face_shape
72.07,59.16,80.7,-1.4732,3.0637,-1.0786,Square_face_shape
67.47,54.79,89.58,-1.3949,3.4181,-0.8403,Square_face_shape
72.47,59.3,88.47,-1.622,3.0447,-1.0189,Square_face_shape
64.44,51.34,73.71,-1.6092,3.1349,-0.9482,Square_face_shape
70.49,55.2,75.63,-2.0593,2.75,-0.9776,Square_face_shape
70.35,56.31,80.74,-2.299,2.7043,-0.937,Square_face_shape
